ind	pop	simulation_replicate	AQ_assignment_rate	pop_diff	admix_scenario	gen_to_admix	total_sim_rep
W1-1	W1	rep01	0	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep02	0.04669999999999999	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep03	0	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep04	0.04559999999999999	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep05	0	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep06	0	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep07	0.0651	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep08	0	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep09	8e-4	eq10400_s3270	cons0.001	31	10
W1-1	W1	rep10	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep01	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep02	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep03	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep04	1e-4	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep05	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep06	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep07	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep08	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep09	0	eq10400_s3270	cons0.001	31	10
W1-2	W1	rep10	6.000000000000001e-4	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep01	5e-4	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep02	7e-4	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep03	0	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep04	0.001	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep05	0	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep06	0	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep07	0	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep08	0	eq10400_s3270	cons0.001	31	10
W1-3	W1	rep09	0	eq10400_s3270	cons0.001	31	10
